STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,12/10/12,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,12/11/12,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,12/13/12,0.37
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,12/16/12,0.1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/12/13,0.21
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/13/13,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/15/13,0.03
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/19/13,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/20/13,0.57
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/23/13,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/24/13,0
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/29/13,1.79
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/30/13,0.49
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/6/13,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/7/13,1.95
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/8/13,0.2
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/9/13,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/12/13,0.1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/18/13,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/19/13,0.32
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/20/13,1.31
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/21/13,0.31
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/23/13,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/24/13,0.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/3/13,0.12
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/4/13,0.67
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/7/13,1.62
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/8/13,2.95
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/10/13,0.12
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/11/13,0.68
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/14/13,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/18/13,0.01
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/19/13,0.46
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/23/13,0.15
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/27/13,0.33
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/29/13,1.42
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/1/13,0.19
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/2/13,1.17
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/3/13,0.66
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/12/13,0.66
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/14/13,0.86
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/22/13,0.55
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/29/13,0.29
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/1/13,0.23
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/2/13,0.32
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/4/13,0.87
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/6/13,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/7/13,0.09
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/24/13,
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/2/13,6.1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/4/13,0.12
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/13/13,0.19
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/16/13,0.03
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/17/13,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/20/13,0.15
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/22/13,1.46
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/7/13,0.16
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/8/13,0.22
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/10/13,0.24
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/14/13,0.18
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/15/13,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/2/13,1.35
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/7/13,0.13
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/18/13,0.13
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/27/13,1.82
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/28/13,0.26
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/7/14,0.22
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/8/14,1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/9/14,0.04
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/15/14,1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/16/14,0.35
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/19/14,0.55
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/26/14,0.54
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/30/14,0.9
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/1/14,0.83
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/10/14,0.08
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/16/14,4.28
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/27/14,0.2
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/28/14,0.07
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/4/14,0.34
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/10/14,1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/12/14,0.47
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/13/14,0.47
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/14/14,0.38
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/20/14,0.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/21/14,1.41
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/22/14,0.6
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/27/14,0.16
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/11/14,0.26
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/16/14,2.15
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/21/14,0.15
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/22/14,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/25/14,
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/28/14,0.52
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/31/14,0.55
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/17/14,
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/19/14,0.37
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/24/14,0.03
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/29/14,0.03
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/4/14,0.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/5/14,0.53
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/8/14,0.47
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/12/14,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/13/14,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/22/14,0.2
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/24/14,0.09
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/25/14,2.66
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/26/14,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/30/14,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/11/14,0.6
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/12/14,0.44
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/13/14,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/15/14,2
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/30/14,0.17
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/1/14,0.49
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/7/14,0.18
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/17/14,0.23
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/24/14,0.64
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/25/14,0.04
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,1/12/15,1.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/9/15,0.31
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/10/15,0.16
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/15/15,1.55
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/16/15,0.36
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/17/15,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/18/15,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/20/15,0.9
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/21/15,0.96
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/26/15,0.37
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/30/15,0.04
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/1/15,0.8
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/2/15,0.56
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/10/15,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/11/15,0.61
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/20/15,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/22/15,0.37
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/28/15,0
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/3/15,0.19
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/4/15,0.32
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/5/15,0.03
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/9/15,0.41
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/11/15,0.48
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/18/15,0.37
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/19/15,2
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/21/15,
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/26/15,0.1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/27/15,0.82
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/28/15,0.27
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/1/15,0.09
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/3/15,0.22
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/7/15,
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/13/15,0.19
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/14/15,0.19
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/19/15,0.25
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/20/15,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/22/15,0.33
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/24/15,0.84
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/19/15,0.4
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/25/15,0.89
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,8/31/15,0.51
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/1/15,0.18
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/3/15,0.31
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/9/15,0.07
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/10/15,0.24
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/11/15,0.03
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/13/15,0.21
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/25/15,0.76
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/26/15,1.1
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/27/15,0.77
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/28/15,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/29/15,0.82
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,9/30/15,0.11
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/1/15,0.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/2/15,0.59
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/3/15,2.42
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/4/15,0.55
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/5/15,0.05
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/6/15,0.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/11/15,0.21
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/27/15,0.14
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/28/15,0.6
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/29/15,0.46
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,10/30/15,0.07
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/2/15,0.62
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/3/15,1.97
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/4/15,0.09
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/5/15,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/8/15,0.6
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/9/15,0.18
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/10/15,1.45
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/19/15,1.15
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,11/20/15,0.15
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/12/16,0.34
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,4/13/16,0.64
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/3/16,0.46
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/4/16,0.23
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/6/16,1.46
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/7/16,0.34
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/9/16,0.08
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/10/16,0.02
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/13/16,0.13
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/18/16,0.38
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/21/16,0.5
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/22/16,0.07
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/23/16,0.13
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/30/16,1.33
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,5/31/16,0.09
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/2/16,0.42
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/4/16,0.08
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/5/16,0.52
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/6/16,0.6
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/7/16,0.29
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/16/16,0.26
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/17/16,0.06
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/23/16,0.3
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/24/16,0.97
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/29/16,1.76
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,6/30/16,1.51
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/4/16,
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/6/16,0.37
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/8/16,0.04
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/13/16,0.26
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/16/16,1.5
US1NCWK0118,"RALEIGH 3.7 NNW, NC US",35.8708,-78.6855,118.3,7/17/16,2.75
